url,title,address,region,contact_person,telephone,mobile,fax,price_purchase,estimated_monthly_rate,rooms,living_area_m2,furnishing,flat_type,floor,floor_total,bedrooms,commission_buyer_rate,maintenance_cost,construction_year,object_state,heating_type,energy_efficiency_class,location,other_information
https://www.immobilienscout24.de/expose/121303308#/,Jetzt Zuschlagen - Nettorendite über 4 Prozent,,"68766 Hockenheim, Rhein-Neckar-Kreis", Felix Rauschenbach,['0711 400 511 58'],[],[],Was kann ich mir leisten? ,, 4 , 114 m² ,[],,0,0,,4.64%,,1980,, Zentralheizung ,,"Hockenheim liegt in der Oberrheinischen Tiefebene an einer alten Handelsstraße von Frankfurt am Main nach Basel. Durch das Stadtgebiet fließt der Kraichbach, der das Stadtgebiet in einen größeren östlichen und einen kleineren westlichen Bereich teilt und unweit nördlich von Hockenheim bei Ketsch in den Rhein mündet.","Hockenheim liegt in der Oberrheinischen Tiefebene an einer alten Handelsstraße von Frankfurt am Main nach Basel. Durch das Stadtgebiet fließt der Kraichbach, der das Stadtgebiet in einen größeren östlichen und einen kleineren westlichen Bereich teilt und unweit nördlich von Hockenheim bei Ketsch in den Rhein mündet."
https://www.immobilienscout24.de/expose/112107692#/,"Schön zu wohnen und gut zu vermieten, sofort zu haben !!! PREIS REDUZIERT !!!",,"69493 Hirschberg, Hirschberg an der Bergstraße",Herr Bodo Haseloff,['0621 58643626'],['0179 2231775'],[], 148.000 € ,, 2 , 45 m² ,"['Balkon/ Terrasse', 'Keller']", Dachgeschoss ,3,0, 1 ,"3,57% des Kaufpreises inkl. MwSt.", 183 € ,1994, Gepflegt , Zentralheizung , E ,"Best of Lage in Hirschberg. Gute Infrastruktur ( Einkaufsmöglichkeit direkt vor dem Haus) , gutes Umfeld, gute Verkehrsanbindung( Bahnanbindung direkt vor dem Haus).","2 Zimmer
Küche
Badezimmer
Terrasse
Tiefgaragenstellplatz
Kellerraum"
https://www.immobilienscout24.de/expose/116233746#/,Klein aber mein,,"69124 Heidelberg, Kirchheim", Volksbank Weinheim eG Immobilien-Service,['06201 85290'],[],['06201 85338'], 150.000 € ,, 2 , 34 m² ,['Balkon/ Terrasse'],,0,0,,"3,48 % inkl. MwSt",,1996,,, E ,"Das Mehrfamilienhaus befindet sich in einem Wohngebiet am Ortseingang von Kirchheim.
Die umliegende Bebauung zeichnet sich durch gepflegte Mehrfamilienhäuser und einige Reihenhäuser aus. 
Der Bahnhof ist einfach zu Fuß erreichbar und Erledigungen des täglichen Bedarfs können an nahgelegenen Einkaufsmöglichkeiten erledigt werden. Sie erreichen den Hauptbahnhof Heidelberg in ca. 5 Minuten Fahrzeit und durch die Straßenbahn- und Busanbindung die Heidelberger Stadtmitte in ca. 15 Minuten. Durch die verkehrsgünstige Lage zur B3 und der Autobahn A5 sind die Städte Heidelberg, Mannheim, Frankfurt und Karlsruhe auch gut mit dem Auto zu erreichen.

Hier lässt es sich einfach gut leben!

","Das Mehrfamilienhaus befindet sich in einem Wohngebiet am Ortseingang von Kirchheim.
Die umliegende Bebauung zeichnet sich durch gepflegte Mehrfamilienhäuser und einige Reihenhäuser aus. 
Der Bahnhof ist einfach zu Fuß erreichbar und Erledigungen des täglichen Bedarfs können an nahgelegenen Einkaufsmöglichkeiten erledigt werden. Sie erreichen den Hauptbahnhof Heidelberg in ca. 5 Minuten Fahrzeit und durch die Straßenbahn- und Busanbindung die Heidelberger Stadtmitte in ca. 15 Minuten. Durch die verkehrsgünstige Lage zur B3 und der Autobahn A5 sind die Städte Heidelberg, Mannheim, Frankfurt und Karlsruhe auch gut mit dem Auto zu erreichen.

Hier lässt es sich einfach gut leben!

"
https://www.immobilienscout24.de/expose/120737644#/,Einladende kleine 2-Zimmer-Wohnung,,"74915 Waibstadt, Rhein-Neckar-Kreis", Peter Schneider,['09343 6153930'],[],['09343 6153920'], 107.000 € ,, 2 , 50 m² ,['Balkon/ Terrasse'],,0,0,,"3,48 % inkl. MwSt",,1994,,,,"Das Mehrfamilienhaus mit insgesamt acht Parteien liegt im kleinen Ort Daisbach. Dieser befindet sich etwa acht Kilometer nördlich von Sinsheim und circa fünf Kilometer westlich von Waibstadt. Daisbach selber hat einen Kindergarten sowie eine Grundschule. Die Ortschaft wird mehrmals die Woche von verschiedene Verkaufswägen besucht um Kleinigkeiten für den täglichen Bedarf zu erwerben. Die Nachbarstadt Waibstadt bietet neben zahlreichen Einkaufsmöglichkeiten, Fachgeschäften und Ärzten auch Kindergärten, Grundschule und eine Realschule sowie diverse soziale Einrichtungen an. Darüber hinaus gibt es ein gutes Angebot an Freizeit- und Sportaktivitäten. Es bestehen Busverbindungen nach Waibstadt und von da aus gute S-Bahnverbindungen in die umliegenden Städte Sinsheim, Heidelberg, Mannheim und Mosbach.
","Das Mehrfamilienhaus mit insgesamt acht Parteien liegt im kleinen Ort Daisbach. Dieser befindet sich etwa acht Kilometer nördlich von Sinsheim und circa fünf Kilometer westlich von Waibstadt. Daisbach selber hat einen Kindergarten sowie eine Grundschule. Die Ortschaft wird mehrmals die Woche von verschiedene Verkaufswägen besucht um Kleinigkeiten für den täglichen Bedarf zu erwerben. Die Nachbarstadt Waibstadt bietet neben zahlreichen Einkaufsmöglichkeiten, Fachgeschäften und Ärzten auch Kindergärten, Grundschule und eine Realschule sowie diverse soziale Einrichtungen an. Darüber hinaus gibt es ein gutes Angebot an Freizeit- und Sportaktivitäten. Es bestehen Busverbindungen nach Waibstadt und von da aus gute S-Bahnverbindungen in die umliegenden Städte Sinsheim, Heidelberg, Mannheim und Mosbach.
"
https://www.immobilienscout24.de/expose/118780535#/,Kapitalanlage Dachterrassenapartment,,"68766 Hockenheim, Rhein-Neckar-Kreis",Herr Robert Servatius,['06232 6185000'],[],['06232 6181002954'], 149.000 € ,, 1 , 54 m² ,"['Balkon/ Terrasse', 'Keller', 'Vermietet']", Etagenwohnung ,0,0, 1 ,"4,64 % inkl. ges. MwSt.", 157 € ,1995,, Zentralheizung , A+ ,"Hockenheim liegt zentral im Rhein-Neckar-Kreis und bietet gute Verkehrsanbindungen. Sämtliche Schulen, viele Kindergärten, das Erlebnisbad Aquadrom, zahlreiche Vereine, sportliche und kulturelle Angebote, Bahnhof etc. sind am Ort vorhanden.

Weitere Informationen unter: www.hockenheim.de","* Große Dachterrasse
* Tageslichtbad mit Wanne und Dusche
* Kleine Wohneinheit
* Ruhiger Mieter"
https://www.immobilienscout24.de/expose/118780485#/,Kleines barrierefreies Apartment in gepflegtem Mehrfamilienhaus - Ideal für Studenten,,"69123 Heidelberg / Wieblingen, Heidelberg",Herr Dennis Eschenauer,['06221 6726077'],['0170 2921909'],[], 125.000 € ,, 1 , 20 m² ,[], Erdgeschosswohnung ,0,0,,"5,95 % inkl. MwSt. vom Kaufpreis"," 99,82 € ",1998, Gepflegt , Zentralheizung , C ,"Heidelberg-Wieblingen - Vom Fischerdorf zum Wohnort für Arbeiter und Studierende.

Das ehemalige Fischerdorf Wieblingen am Alt-Neckar ist ein Stadtteil mit einer ausgeglichenen Sozialstruktur und einer dynamischen Wohnungs- und Arbeitsplatzentwicklung. Mit der Eingemeindung 1920 entwickelte sich Wieblingen zur Arbeiterwohngemeinde mit städtischem Vorortcharakter. Die Siedlungsfläche weitete sich kontinuierlich aus. Heute wird Wieblingen von rund 9.600 Menschen bewohnt, umfasst gut 1.400 Hektar, davon sind etwa 28 Prozent bebaut.

Die Lage Wieblingens zwischen zwei Autobahnen ist einerseits eine Belastung für den Stadtteil. Andererseits verhilft sie ihm, sich zum traditionellen Industriestandort zu entwickeln, in dem bedeutende Industrie- und Bauunternehmen mit weltweiten Geschäftsbeziehungen ihren Sitz und ihre Produktionsstätten haben. Die größte europäische Rehabilitationseinrichtung „Stiftung Rehabilitation Heidelberg“ (SRH) unterhält in Wieblingen eine private, staatlich anerkannte Fachhochschule sowie das SRH Kurpfalzkrankenhaus. Viele Berufsschüler/-innen finden ebenfalls an Schultagen ihren Weg in den Stadtteil: Drei von sechs Berufsschulen in Heidelberg haben hier ihren Standort.
(Quelle: www.heidelberg.de)","- Teilmöblierung (bei Bedarf)
- Laminatboden
- Duschbad mit Fenster
- kleine Küche mit Einbauschränken
- Waschmaschinenanschluss im Bad
- Tiefgaragenstellplatz
- etc."
https://www.immobilienscout24.de/expose/116756368#/,1-Zimmer Appartement mit Balkon und TG-Stellplatz in ruhiger Lage in Heddesheim,,"68542 Heddesheim, Rhein-Neckar-Kreis",Herr Hans-Joachim Frey,['06233 326410'],[],[], 86.000 € ,, 1 , 31 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Keller']", Etagenwohnung ,1,8, 1 ,"3,33% incl. MWSt.",,1972,, Zentralheizung , D ,,"Die Wohnung befindet sich im 1 Stockwerk eines 8 - geschossigen Mehrfamilienhauses. Ein Wasch- / und Trockenraum steht Ihnen zur Verfügung. Ebenso ist ein Fahrradkeller vorhanden. Natürlich kann Die Wohnung über einen Fahrstuhl erreicht werden. Ein Fernsehanschluss im Haus ist selbstverständlich. Die DSL Anbindung des Hauses ist vorhanden. Eine Sprechanlage bietet einen zusätzlichen Komfortgewinn. 
 
Die Ausstattung auf einen Blick:
 
- TV-Anschluss
- DSL verfügbar
- Sprechanlage vorhanden
 
 Das Objekt verfügt über einen Tiefgaragenstellplatz. 
 
Zusammenfassung der Stellplätze: 
 
1 Tiefgaragenstellplatz
 
Bodenbeläge:
 
- geflieste Böden
- Laminatboden
 
Küchen- und Badausstattung: 
 
Das Bad der Wohnung verfügt über  und eine Dusche. 
 
Zusammenfassung der Sanitärinstallation: 
 
- Bad mit Dusche 
 
Zur Entspannung stehen zur Verfügung:
 
- Balkon vorhanden
 
"
https://www.immobilienscout24.de/expose/121119916#/,Kaufpreis auf Anfrage: Neubau provisionsfrei - Einmaliges Penthouse am Schlosspark in Weinheim,,"69469 Weinheim, Rhein-Neckar-Kreis",Frau Isabelle Winkler,['06201 875880'],[],['06201 875882'],Was kann ich mir leisten? ,, 4 , 173 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Keller', 'Stufenloser Zugang', 'Provisionsfrei']", Penthouse ,4,4, 3 ,Nein,,, Erstbezug , Fußbodenheizung ,,"Die ca. 45.000 Einwohner Große Kreisstadt Weinheim ist eine der beliebtesten Wohnadressen in der Metropolregion Rhein-Neckar.
Das Penthouse befindet sich im Herzen Weinheims in unmittelbarer Nähe zum Schlossparks. Die malerische Altstadt und den Marktplatz mit seinen zahlreichen Restaurants erreicht man in wenigen Gehminuten. Eine große Auswahl an Kindergärten und -krippen, die Grundschule sowie zwei sehr gute Gymnasien befinden sich in unmittelbarer Nähe. Die Dietrich-Bonhoeffer Gesamtschule und Sport- und Freizeitzentren wie der Waidsee und das Freizeitbad Miramar sind über kurze Wege mit dem Fahrrad erreichbar. 
Weinheim ist wegen seiner hervorragenden Infrastruktur und idealen Verkehrsanbindung eine der beliebtesten Städte der Region. Durch die Anbindung an die A5 und A659 ist man in kürzester Zeit in den umliegenden Städten Mannheim (ca. 18 km) und Heidelberg (ca. 23 km). Zum internationalen Flughafen Frankfurt benötigt man ca. 45 Minuten (64 km). 
Die Straßenbahn mit Haltestelle unweit der angebotenen Wohnung fährt in regelmäßigem Takt nach Mannheim und Heidelberg. Vom Hauptbahnhof hat man Anschluss an den Fernverkehr.","- Solewasser - Wärmepumpe
- Parkett in Wohn- und Schlafräumen
- 1,20 m x 1,20 m Bodenfliesen in Küche und Bädern
- Sanitärausstattung: Steinberg Armaturen und Waschtische mit Burgbad Möblierung
- Innentüren in Überhöhe von 2,50 m
- BUS-System ""free at home"" von Busch-Jäger
- Tiefgaragenstellplatz inklusive mit Elektrosteckdose (220 Volt)
- Enthärtungsanlage uvm."
https://www.immobilienscout24.de/expose/120702342#/,Apartment mit Aufzug am neuen Messplatz," Markgrafenstraße 2.2,","68723 Schwetzingen, Rhein-Neckar-Kreis",Herr Dirk Zenker,['06202 9783870'],['0163 1346278'],['06202 9783871'], 120.000 € ,, 1 , 38 m² ,['Personenaufzug'], Etagenwohnung ,0,0,,"4,64",,1993,, Fernwärme ,,"Der neue Messplatz liegt am Rande der attraktiven Schwetzinger Innenstadt. Der herrliche Schlossgarten, der beliebte Schlossplatz und der Bahnhof ist fussläufig erreichbar.",Die Böden sind mit Laminat ausgelegt. Das innenliegende Duschbad ist hell gefliest. Eine kleine Abstellkammer erleichtert es Ordnung zu halten.
https://www.immobilienscout24.de/expose/116849542#/,! Hockenheim ! Erdgeschoß - Gepflegtes Appartement mit Balkon und Stellplatz,,"68766 Hockenheim, Rhein-Neckar-Kreis",Herr Hans-Peter Litz,['06324 982678'],[],['06324 982669'], 112.000 € ,, 1 , 35 m² ,"['Personenaufzug', 'Balkon/ Terrasse']", Erdgeschosswohnung ,0,0,,3.57% inklusive gesetzlicher MwSt., 180 € ,1975, Gepflegt ,,,"Die von uns exklusiv angebotene Eigentumswohnung liegt gut Verkehrsangebunden nahe dem Hockenheimring.Geschäfte für den täglichen Einkauf , Schulen, Kindergärten befinden sich vor Ort.",
https://www.immobilienscout24.de/expose/120306818#/,""" Kapitalanlage "" 1 Zimmer-Wohnung (Seniorenheim) zu verkaufen",,"68167 Mannheim, Neckarstadt-Ost / Wohlgelegen",Herr Dieter Krämer,[],[],[], 92.800 € ,, 1 , 36 m² ,"['Balkon/ Terrasse', 'Vermietet']", Etagenwohnung ,0,0,,5.840 inkl. der derzeitigen MWST., 115 € ,1993, Gepflegt , Fernwärme ,,"Es handelt sich hier um eine beliebte ruhige Wohnlage, mit allen infrastrukturellen Angeboten und Dienstleistungen in der Nähe. Optimale Verkehrsanbindungen sind gegeben.","Es handelt sich hier um eine beliebte ruhige Wohnlage, mit allen infrastrukturellen Angeboten und Dienstleistungen in der Nähe. Optimale Verkehrsanbindungen sind gegeben."
