id_expose,url,title,address,region,contact_person,telephone,mobile,fax,price_purchase,estimated_monthly_rate,rooms,living_area_m2,furnishing,flat_type,floor,floor_total,bedrooms,commission_buyer_rate,maintenance_cost,construction_year,object_state,heating_type,energy_efficiency_class,location
,https://www.immobilienscout24.de/expose/120937075#/,,,,,[],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120929236#/,,,,,['0176 24383860'],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120836644#/,Gut geschnittene 3-Zi.-ETW mit sonniger Süd-Ost-Terrasse ,,"68305 Mannheim, Waldhof",,[],[],[], 235.000 € ,, 3 , 82 m² ,"['Online-Besichtigung möglich', 'Balkon/ Terrasse', 'Keller']",,0,0, 2 ,"Die Courtage i.H.v. % 4,64 inkl. MwSt. ist bei Kaufvertragsabschluss verdient und fällig.",,1998, Gepflegt , Zentralheizung , D ,"Die Immobilie befindet sich unweit vom Bonadieshafen im Stadtteil Waldhof der Stadt Mannheim im Rhein-Neckar-Dreieck. Hier profitieren Sie von den Vorzügen einer Großstadt. Für kleine Spaziergänge laden sowohl der Herzogenriedpark, der mit dem Fahrrad in etwa 8 Minuten erreicht werden kann, oder der Neckar, in etwa 3 km Entfernung, ein. 

Für den täglichen Bedarf befinden sich in einem Umkreis von nur 2 km mehrere Supermärkte, eine Post- und Bankfiliale, eine Bäckerei sowie ein kleines Angebot an Restaurants. Für vielfältige Einkaufsmöglichkeiten und ein abwechslungsreiches kulturelles Angebot liegt das Zentrum von Mannheim in nur etwa 4 km Entfernung. Eine Schule wird nach nur 500 m und ein Kindergarten nach etwa 600 m erreicht, was die Familienfreundlichkeit der Immobilie unterstreicht.

An die nächste Bus- und S-Bahn-Haltestelle gelangen Sie fußläufig innerhalb von wenigen Minuten. Somit sind Sie ideal an den öffentlichen Personennahverkehr angebunden. Einen optimalen Anschluss an das Straßenverkehrsnetz ermöglichen die Bundesstraßen 38 und 44, die in die Autobahn 6 münden. Heidelberg kann so innerhalb von unter 30 Fahrminuten und Frankfurt innerhalb von etwa 60 Fahrminuten erreicht werden."
,https://www.immobilienscout24.de/expose/120705429#/,,,,,['0621 1819856'],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120605996#/,"HIGHLIGHT! 2 ZKB mit Balkon, EBK u. Kamin im Maisonettenstil in Mannheim-Rheinau, Casterfeld-Süd***"," Im Hummelhorst 12,","68219 Mannheim, Rheinau",,[],['0177 5039493'],[], 300.000 € ,, 2 , 110 m² ,"['Balkon/ Terrasse', 'Einbauküche', 'Keller']", Maisonette ,2,3, 1 ,"5,8 % inkl. 16% MWST", 218 € ,1989, Vollständig renoviert , Zentralheizung ,,"Dieses seltene Highlight liegt in einer ruhigen Seitenstraße im gewachsenen Wohngebiet von Casterfeld Süd/Mannheim-Rheinau. 
Die Nähe zum Naherholungsgebiet ist für sportlich aktive Mieter gegeben, ebenso die Nähe zu den öffentlichen Verkehrsmittel, BAB Anschlüsse, Einkaufsmöglichkeiten, dem Rheinauer Wald und dem Rheinauer See. Hervorragende Infrastruktur in beliebter Wohngegend."
,https://www.immobilienscout24.de/expose/120601668#/,,,,,['06203 9381230'],[],['06203 9381232'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120601416#/,Wohnen an der Riedspitze - IN VORBEREITUNG -,,"68307 Sandhofen, Mannheim",,['06203 9381230'],[],['06203 9381232'], 352.950 € ,, 3 ," 90,5 m² ","['Personenaufzug', 'Balkon/ Terrasse', 'Keller', 'Stufenloser Zugang', 'Provisionsfrei']", Etagenwohnung ,1,4, 1 ,Nein,,, Erstbezug ,,,
,https://www.immobilienscout24.de/expose/120597348#/,,,,,['06203 9381230'],[],['06203 9381232'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120558578#/,,,,,[],['01525 3919911'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120487328#/,,,,,['01514 6564932'],['01514 6564932'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120455363#/,,,,,['06251 39088'],[],['06251 67610'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120448226#/,,,,,['0621 31998802'],['0176 31150664'],['0621 31998803'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120416400#/,,,,,['0621 43700940'],['01523 3725259'],['032 122358726'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120264372#/,,,,,['06221 6172907'],['0163 6075319'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120226693#/,,,,,['0621 4296225'],['0172 3833181'],['0621 4296227'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120071867#/,,,,,['0621 25000'],['0163 3025000'],['0621 20025'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/119753580#/,,,,,[],['0151 20721196'],[],,,,,[],,0,0,,,,,,,,
