id_expose,url,title,address,region,contact_person,telephone,mobile,fax,price_purchase,estimated_monthly_rate,rooms,living_area_m2,furnishing,flat_type,floor,floor_total,bedrooms,commission_buyer_rate,maintenance_cost,construction_year,object_state,heating_type,energy_efficiency_class,location
,https://www.immobilienscout24.de/expose/121361826#/,,,,,['0176 55605992'],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/114128591#/,Schöner wohnen in Zirndorf - Exclusive 3-Zimmerwohnung (auch als 4 Zimmer) mit großem Balkon,,"90513 Zirndorf, Fürth (Kreis)",,['0911 43039001'],['0178 3860997'],[], 495.500 € ,, 3 ," 115,41 m² ","['Personenaufzug', 'Balkon/ Terrasse', 'Keller', 'Provisionsfrei']", Etagenwohnung ,1,4, 2 ,Nein,,2020, Erstbezug , Zentralheizung , A+ ,"Zirndorf liegt im Städteverbund von Nürnberg und Fürth. Das Objekt befindet sich in infrastruktureller Best-Lage. Alle Dinge des täglichen Lebens befinden sich in unmittelbarer Nachbarschaft: Einkaufen, Schule, Kindergarten, Bus und Bahn sowie viele Freizeitgestaltungsmöglichkeiten. 
In wenigen Minuten sind auch alle wichtigen Autobahnen erreichbar."
,https://www.immobilienscout24.de/expose/120787151#/,Lichtdurchflutete 4 1/2 Zi. DG ETW mit Balkon und Loggia in Langenzenn / Wohnung kaufen ,,"90579 Langenzenn, Fürth (Kreis)",,['0911 9943723'],['0172 8106802'],[], 379.000 € ,, 4 , 112 m² ,"['Balkon/ Terrasse', 'Einbauküche']", Etagenwohnung ,2,0,,"4,64 % vom Kaufpreis (inkl. 16 % gesetzl. MWSt.)", 354 € ,1996,, Zentralheizung , C ,"Die gemütliche Kleinstadt Langenzenn liegt westlich von Fürth. Die ärztliche Versorgung ist durch Allgemeinärzte, Fachärzte und Apotheken vor Ort gut gesichert. Für Einkaufsmöglichkeiten des täglichen Bedarfs stehen Nahversorger und Supermärkte in unmittelbarer Nähe zur Verfügung. Diverse Fachgeschäfte sind ebenfalls gut erreichbar. Kindergarten und Schulen befinden sich vor Ort. Daneben finden Sie in Langenzenn eine Vielzahl von Vereinen und Möglichkeiten zur Freizeitgestaltung vor. Öffentliche Verkehrsmittel sind gut zu erreichen und durch die Süd-West-Tangente haben Sie eine schnelle Anbindung an die weiterführenden Autobahnen in alle Richtungen."
,https://www.immobilienscout24.de/expose/120526800#/,Sonniges Apartment für Kapitalanleger,,"90579 Langenzenn, Fürth (Kreis)",,['0911 7874580'],[],['0911 7874581'], 124.000 € ,, 1 , 51 m² ,"['Balkon/ Terrasse', 'Keller']",,1,0,,siehe Sonstiges, 249 € ,1994,, Zentralheizung ,,"Diese schöne Wohnung befindet sich im nördlichen Landkreis Fürth, in der Stadt Langenzenn. Den ca. 10.500 Einwohnern bietet Langenzenn eine sehr gute Infrastruktur  mit einer großen Anzahl an Einkaufsmöglichkeiten. Alles was für den täglichen Bedarf benötigt wird, wie Bäcker, Metzger, Ärzte, Banken, Apotheken und große Lebensmittelgeschäfte sind im Ort vorhanden. Langenzenn verfügt über zwei Haltestellen der Regiobahn, mit der Sie nach Fürth bzw. Nürnberg gelangen. Die B8, die in die Südwesttangente übergeht, führt Sie direkt in die Metropolregion Fürth/Nürnberg. Auch nach Erlangen, Herzogenaurach und Neustadt a. d. Aisch bestehen gute Verkehrsanbindungen. Eine Vielzahl an Freizeitaktivitäten bieten die weitläufige Natur sowie zahlreiche Sportvereine."
,https://www.immobilienscout24.de/expose/117097209#/,,,,,['0911 777711'],[],['0911 777704'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/121264474#/,,,,,['01573 0027836'],['01573 0027836'],['0911 47776014'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/119955619#/,Schnelle Entscheidung gefordert! Nur noch eine Wohnung verfügbar!,,"91452 Wilhermsdorf, Fürth (Kreis)",,['09132 750830'],[],[], 317.000 € ,," 3,5 ", 81 m² ,"['Personenaufzug', 'Provisionsfrei']", Etagenwohnung ,1,3, 2 ,Nein,,2020,, Zentralheizung , B ,"Der Markt Wilhermsdorf, mit rund 5.000 Einwohnern, liegt zwischen der Stadt Fürth und Bad Windsheim am Rande des Naturparks Frankenhöhe.

In Wilhermsdorf finden sich Einkaufsmöglichkeiten, Ärzte, 3 Kindergärten, 2 Krippen, eine Grund-und Mittelschule, mehrere Restaurants und vieles mehr.

Die Staatsstraße 2252 führt durch das Gemeindegebiet und bindet den Ort bei Langenzenn an die Südwesttangente (Bundesstraße 8) an.

Die Zenngrundbahn verbindet den Ort mit der Bahnstrecke Nürnberg–Würzburg, die Züge verkehren von und nach Fürth bzw. teilweise direkt nach Nürnberg."
,https://www.immobilienscout24.de/expose/118521799#/,,,,,['089 124136803'],['0176 74782917'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/121241211#/,,,,,[],['01512 2335977'],['0911 54831615'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/117923673#/,,,,,[],['0174 9588871'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/117788328#/,** Altersgerecht WOHNEN an der Bibert ** 3 Zimmer ** Balkon ** Tiefgarage ** ruhig & gepflegt **,,"90513 Zirndorf, Fürth (Kreis)",,['0911 2169635'],['0178 3576588'],[], 284.350 € ,, 3 , 72 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Einbauküche', 'Keller', 'Stufenloser Zugang']", Etagenwohnung ,0,0, 2 ,13520, 210 € ,2001, Gepflegt , Zentralheizung , C ,"Ländliches Idyll - und doch inmitten der Metropolregion Nürnberg!

Im Westen von Nürnberg grenzt das schöne Städtchen Zirndorf an. Die Lage vereint alle Vorzüge des Stadtlebens und Natur. Viele weite Flächen um diesen kleinen Stadtteil laden Sie ein zu Spaziergängen und Unternehmungen mit dem Rad, für Ihren vierbeinigen Freund gibt es ein El Dorado an Auslaufmöglichkeiten. 

Direkt an Ihrer Wohnung können Sie wunderbar spazieren gehen, denn die Bibertinsel bietet als Naturdenkmal mit ihrer Lage zwischen der Bibert und dem Mühlbach, dem reichen Baumbestand und dem neuen naturnahen Weiher, ein einzigartiges Naturensemble. Daneben bieten die installierten Erlebnisstationen den spielerischen Zugang zu physikalischen Phänomenen. Ein großes Augenmerk wurde auch auf die Schonung der natürlichen Flächen und die Verhinderung missbräuchlicher Nutzung des Gebietes gelegt. Hier ist ein Lebensraum für Natur und Mensch zwischen der Bibert und dem Mühlbach entstanden.
Die Umgestaltung eines Teils des östlichen ehemaligen Fischweihers in einen Naturweiher mit unterschiedlichen Wassertiefen bietet neuen Lebensraum für eine Vielzahl von Tieren und Pflanzen.
Die Bibertinsel in unmittelbarer Nähe zur Innenstadt ist eine echte OASE im Herzen Zirndorfs.

Die Weiheranlage und der Mühlbach mit Wehr stellen daneben auch ein anschauliches Beispiel der Nutzung der natürlichen Ressource Wasser dar. Dieses vielfältige Potential bietet kein anderes Areal in Zirndorf!

Alle Geschäfte des täglichen Bedarfs sind in Laufnähe vorhanden. Im Einzugsgebiet sind ca. 60 Vereine, 
Verbände und sonstige Organisationen registriert, die viele interessante Aktivitäten anbieten.

Und einen zusätzlichen hohen Freizeitwert bietet das moderne Frei- / Hallenbad mit 50- bzw. 25 Meterbecken und einen tollen Wellnessbereich mit mehreren Saunen und stündlichen Aufgüssen im Bibert Bad, und das fußläufig in nur 400 m entfernt.

Im Winter bietet das Bibert Bad noch eine Eislauffläche im Außenbereich

Die Stadtmitten von Nürnberg/ Fürth sind in ca. 10 Autominuten erreichbar und bieten zahlreiche und vielfältigste Angebote einer Großstadt. Wenn Sie einmal auf das Auto verzichten möchten, so gibt es eine Busverbindung in die Zentren.

Über die 5 Minuten entfernete  Südwest- Tagende, gelangt man einfach nach Nürnberg, Erlangen, oder auf die Bundesautobahnen in Richtung Berlin, Würzburg, München und Frankfurt."
,https://www.immobilienscout24.de/expose/116809783#/,,,,,[],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/115828532#/,,,,,[],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/115828524#/,,,,,[],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/115236779#/,Großzügige 3-Zimmer-Wohnung mit Loggia und gehobener Ausstattung," Fahrradstraße 35,","90429 Nürnberg, Muggenhof",,[],[],[], 484.900 € ,, 3 ," 109,2 m² ","['Personenaufzug', 'Gäste-WC', 'Keller', 'Provisionsfrei']", Erdgeschosswohnung ,0,0,,Nein,,2018,,, A ,"F.188 entsteht in idealer City-Lage mit kurzen Wegen zum Wiesengrund, nach Gostenhof und in die Innenstadt – und das alles mit bester Verkehrsanbindung! Alles Notwendige für den Alltag shoppen Sie bequem auf der gegenüberliegenden Straßenseite, wo sich ein großes SB-Warenhaus, Bäcker, Apotheke und Co. befinden. 

Mit der U-Bahn-Station Eberhardshof fast vor der Tür sind Sie zur Nürnberger Innenstadt aber auch nach Fürth perfekt angebunden. Anschluss an den Frankenschnellweg besteht in rund 1,5 Kilometern.

Nur wenige Fahrradminuten (oder 3 U-Bahn-Stationen) vom Wohnquartier entfernt, erstreckt sich das Nürnberger Szeneviertel Gostenhof bis an den Rand der Altstadt. GoHo ist hip, vielseitig und individuell, ständig im Wandel und doch irgendwie traditionell. Hier sind dem kreativen Lifestyle von Kunst und Kultur bis hin zu Kneipen und Kulinarik keine Grenzen gesetzt.

In der Fürther Straße wohnen und leben Sie nahe dem ehemaligen AEG-Gelände, dem Kunst und Kultur-Hotspot der Nürnberger Weststadt. Bereits nach wenigen Minuten erreichen Sie zu Fuß das Kreativquartier Auf AEG, das mit einem spannenden Mix aus Bildung, Handwerk, Gastronomie und Kultur ein vielseitiges Freizeitangebot für Sie und Ihre Familie bereithält.

Über die Theodor-Heuss-Brücke gelangen Sie mit dem Fahrrad im Nu zum Wiesengrund – Ihrer urbanen Ruhezone der Pegnitzauen. Hier finden Sie Ihre neue Lieblingslaufstrecke, ein Plätzchen zum Grillen mit Ihren Freunden, eine grüne Oase zur Naherholung mitten in der Stadt. Der Wiesengrund erstreckt sich von der Johannisbrücke entlang der Pegnitz bis hin zum Fuchslochsteg im Westen."
,https://www.immobilienscout24.de/expose/117862794#/,Top - Wohnung 78 m² mit Balkon und viel mehr ....,,"91154 Roth, Roth (Kreis)",,['09122 8880366'],['0160 90277422'],['09122 8880368'], 299.000 € ,, 3 , 78 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Gäste-WC', 'Keller', 'Stufenloser Zugang', 'Provisionsfrei']", Etagenwohnung ,1,0, 1 ,Nein,,2020, Erstbezug , Wärmepumpe , A+ ,"Dieser Neubau liegt im Südwesten, und somit am Stadtrand der Kreisstadt Roth. Die gute  Infrastruktur sowie diverse Freizeitmöglichkeiten machen Roth zu einem attraktiven und beliebten Wohnort.
In der Nähe finden Sie Schulen, Behörden, Einkaufsmöglichkeiten, medizinische Versorgung, Bahnhof usw. Sehr gute Anbindung zu div. Autobahnen, u.a. nach Nürnberg."
,https://www.immobilienscout24.de/expose/121340480#/,Das Leben am Südstadtpark ist einfach schön! 4-Zi. Eigentsumwohnung in charmantem Ambiente!,,"90763 Fürth, Südstadt",,['0911 3766060'],[],['0911 37660616'], 338.000 € ,, 4 , 89 m² ,"['Balkon/ Terrasse', 'Keller']",,1,3, 3 ,"16.147,20 €", 366 € ,2009, Neuwertig , Fernwärme ,,"Rund um den Fürther Südstadtpark: Das neue IN Viertel Fürths und die grüne Oase der Südstadt! Hier wohnen weltoffene, kinderfreundliche
Menschen, die den Charme des Parkgeländes und der Umgebung genießen. Joggen um den Park, Fußball spielen, spazieren gehen: alles
ist hier möglich und einfach! Die Musikschule Fürth sorgt überdies für ein kulturell ansprechendes Unterhaltungsprogramm. Kurze Wege zu Kitas, Grundschulen, Gymnasien gestalten den Familienalltag zusätzlich
besonders einfach. Die Einkaufsmöglichkeiten des täglichen Bedarfs sind fußläufig erreichbar und erfüllen vielseitige Ansprüche. Mit der 
Verkehrsanbindung nach Nürnberg und an die Südwesttangente stehen Ihnen alle Himmelsrichtungen offen!

Wer modern, schick & familienfreundlich leben möchte, ist hier genau richtig und kann ankommen!"
,https://www.immobilienscout24.de/expose/120859691#/,3-Zimmer-Dachgeschosswohnung im Herzen von Bad Windsheim,,"91438 Bad Windsheim, Neustadt a.d. Aisch-Bad Windsheim (Kreis)",,['0911 52882578'],['0151 14642792'],['0911 52859403'], 69.000 € ,, 3 , 47 m² ,['Keller'], Dachgeschoss ,2,0, 2 ,"4,76% des Kaufpreises inkl. MwSt.", 190 € ,1950,, Zentralheizung , E ,"Naturnah, aber zugleich nur wenige Gehminuten vom historischen Altstadtkern von Bad Windsheim gelegen, findet man alle Einkaufsmöglichkeiten, Einrichtungen des täglichen Bedarfs und Kulturstetten in unmittelbarer Nähe. Zum Bahnhof Bad Windsheim mit der Anbindung nach Neustadt an der Aisch oder Rothenburg ob der Tauber sind es ebenfalls nur wenige Gehminuten. Die in der Region bekannte Franken Therme ist nur 1,5 km entfernt. 
"
,https://www.immobilienscout24.de/expose/120059800#/,"Großzügige 3-Zimmer ETW mit Einbauküche, Lift, TG und einem Balkon in Nürnberg-St.Leonhard!!",,"90439 Nürnberg, St. Leonhard",,['0911 2144490'],['01525 3979420'],['0911 21444998'], 285.000 € ,, 3 , 80 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Gäste-WC', 'Einbauküche', 'Keller']", Etagenwohnung ,0,0, 1 ,"4,76 % inkl. ges. MwSt.", 326 € ,1984, Gepflegt ,, C ,"Die Wohnung liegt im Süden von Nürnberg im Stadtteil St. Leonhard.

Die Anbindung an öffentliche Verkehrsmittel ist sehr gut. Die nächste U-Bahnhaltestelle ist innerhalb weniger Gehminuten erreichbar.

Alle Geschäfte des täglichen Bedarfes sind ebenfalls in fußläufiger Entfernung.

Nürnberg bietet als Metropole sowohl in wirtschaftlicher als auch in kultureller Hinsicht 

ein großes Angebot."
,https://www.immobilienscout24.de/expose/120126151#/,,,,,['09171 895662'],['0170 7362933'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/119075419#/,,,,,[],['0171 3518060'],[],,,,,[],,0,0,,,,,,,,
